nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,327400.0,1.865,93.27
4,200400.0,3.048,76.2
6,107700.0,5.671,94.51
8,88900.0,6.869,85.87
10,65720.0,9.292,92.92
12,69190.0,8.827,73.56
14,53640.0,11.38,81.32
16,66480.0,9.187,57.42
24,32280.0,18.92,78.83
32,50270.0,12.15,37.96
