nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,123200.0,1.975,98.77
4,66560.0,3.657,91.41
6,41090.0,5.924,98.73
8,31060.0,7.837,97.96
10,25050.0,9.718,97.18
12,21070.0,11.55,96.27
14,18180.0,13.39,95.63
16,16160.0,15.06,94.12
24,10950.0,22.23,92.62
32,9615.0,25.31,79.1
