nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,315100.0,1.938,96.9
4,157800.0,3.869,96.73
6,105100.0,5.811,96.85
8,85250.0,7.163,89.54
10,65110.0,9.38,93.8
12,60710.0,10.06,83.83
14,47850.0,12.76,91.16
16,44170.0,13.82,86.41
24,28950.0,21.1,87.9
32,23850.0,25.61,80.02
