nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,26590.0,1.987,99.33
4,13700.0,3.856,96.39
6,8891.0,5.941,99.01
8,6871.0,7.687,96.09
10,5503.0,9.597,95.97
12,4489.0,11.77,98.05
14,3986.0,13.25,94.64
16,3525.0,14.98,93.66
24,2430.0,21.73,90.55
32,1912.0,27.63,86.33
