nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,7592.0,2.067,103.3
4,3768.0,4.164,104.1
6,2490.0,6.301,105.0
8,1926.0,8.146,101.8
10,1540.0,10.19,101.9
12,1284.0,12.22,101.8
14,1156.0,13.57,96.95
16,1022.0,15.35,95.95
24,712.6,22.02,91.74
32,574.1,27.33,85.41
