1000,1,0,4,128,223.043,100135
1000,1,0,8,128,217.987,100135
2000,1,0,4,128,1781.41,435143
2000,1,0,8,128,1746.85,435143
4000,1,0,4,128,27575.2,1790845
4000,1,0,8,128,25224.4,1790845
6000,1,0,4,128,93738.5,3687649
6000,1,0,8,128,86229.7,3687649
8000,1,0,4,128,248025,6473351
8000,1,0,8,128,224311,6473351
