nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,122400.0,1.989,99.43
4,61530.0,3.955,98.89
6,41630.0,5.846,97.43
8,31570.0,7.708,96.36
10,24910.0,9.769,97.69
12,22420.0,10.86,90.46
14,18650.0,13.05,93.23
16,16330.0,14.9,93.14
24,11380.0,21.39,89.12
32,8795.0,27.67,86.48
