nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,309500.0,1.973,98.66
4,159300.0,3.834,95.86
6,105400.0,5.792,96.53
8,78530.0,7.777,97.21
10,64300.0,9.498,94.98
12,61230.0,9.973,83.11
14,47750.0,12.79,91.35
16,42510.0,14.37,89.78
24,31350.0,19.48,81.17
32,23370.0,26.13,81.66
