nworkers,time,speedup,efficiency
1,203.2,1.0,100.0
2,109.5,1.855,92.77
4,61.39,3.31,82.76
6,44.89,4.528,75.46
8,36.4,5.583,69.78
10,32.5,6.253,62.53
12,30.54,6.654,55.45
14,27.65,7.349,52.49
16,27.04,7.517,46.98
24,26.39,7.702,32.09
32,27.15,7.486,23.39
