nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,304400.0,2.006,100.3
4,160800.0,3.799,94.97
6,105000.0,5.814,96.9
8,79480.0,7.684,96.05
10,64640.0,9.448,94.48
12,53230.0,11.47,95.6
14,47280.0,12.92,92.27
16,45600.0,13.39,83.71
24,28950.0,21.09,87.89
32,24370.0,25.06,78.32
