nworkers,time,speedup,efficiency
1,203.2,1.0,100.0
2,109.8,1.851,92.54
4,61.0,3.332,83.29
6,43.84,4.635,77.25
8,36.56,5.559,69.49
10,32.43,6.267,62.67
12,30.4,6.686,55.71
14,28.61,7.102,50.73
16,27.64,7.352,45.95
24,25.15,8.079,33.66
32,26.9,7.553,23.6
