nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,8534.0,1.839,91.93
4,5171.0,3.034,75.86
6,2721.0,5.766,96.1
8,2106.0,7.45,93.13
10,1813.0,8.654,86.54
12,1460.0,10.75,89.55
14,1251.0,12.54,89.59
16,1155.0,13.58,84.9
24,877.6,17.88,74.49
32,865.3,18.13,56.66
