nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1143.0,2.574,128.7
4,621.4,4.733,118.3
6,395.3,7.441,124.0
8,295.9,9.94,124.3
10,251.9,11.68,116.8
12,216.9,13.56,113.0
14,198.3,14.83,105.9
16,178.5,16.47,103.0
24,145.9,20.16,84.02
32,135.7,21.67,67.72
