nworkers,time,speedup,efficiency
1,203.2,1.0,100.0
2,132.0,1.539,76.97
4,82.84,2.453,61.33
6,81.76,2.486,41.43
8,72.84,2.79,34.87
10,69.8,2.911,29.11
12,81.89,2.482,20.68
14,81.91,2.481,17.72
16,81.03,2.508,15.67
24,110.2,1.844,7.684
32,131.9,1.54,4.814
