nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,323000.0,1.89,94.52
4,179000.0,3.411,85.28
6,108700.0,5.619,93.64
8,85170.0,7.171,89.64
10,66510.0,9.183,91.83
12,70180.0,8.702,72.52
14,58100.0,10.51,75.09
16,66670.0,9.16,57.25
24,33360.0,18.3,76.27
32,68240.0,8.949,27.97
