nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1436.0,2.048,102.4
4,660.4,4.454,111.3
6,434.5,6.769,112.8
8,345.0,8.526,106.6
10,321.4,9.15,91.5
12,301.1,9.769,81.41
14,293.9,10.01,71.49
16,294.3,9.992,62.45
24,273.4,10.76,44.82
32,322.1,9.131,28.53
