nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,121800.0,1.999,99.93
4,62230.0,3.911,97.79
6,40740.0,5.974,99.57
8,32160.0,7.569,94.62
10,25100.0,9.698,96.98
12,21690.0,11.22,93.5
14,18100.0,13.45,96.05
16,16340.0,14.89,93.08
24,11850.0,20.55,85.61
32,8817.0,27.61,86.27
