nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1144.0,2.572,128.6
4,575.8,5.108,127.7
6,385.0,7.64,127.3
8,297.8,9.877,123.5
10,248.2,11.85,118.5
12,213.8,13.76,114.6
14,191.6,15.35,109.6
16,175.8,16.73,104.6
24,133.8,21.98,91.58
32,119.6,24.6,76.87
