nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1146.0,2.567,128.3
4,619.8,4.746,118.6
6,395.4,7.439,124.0
8,294.8,9.976,124.7
10,252.8,11.64,116.4
12,216.6,13.58,113.1
14,197.2,14.91,106.5
16,179.4,16.4,102.5
24,147.1,19.99,83.29
32,135.3,21.73,67.91
