nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1281.0,2.295,114.8
4,833.4,3.529,88.23
6,458.5,6.414,106.9
8,341.9,8.602,107.5
10,325.3,9.041,90.41
12,304.1,9.671,80.59
14,294.7,9.981,71.29
16,283.1,10.39,64.94
24,303.5,9.691,40.38
32,323.2,9.1,28.44
