nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,126100.0,1.93,96.48
4,69960.0,3.479,86.98
6,42060.0,5.787,96.44
8,40240.0,6.049,75.61
10,34190.0,7.119,71.19
12,25420.0,9.577,79.8
14,21440.0,11.35,81.1
16,21660.0,11.24,70.24
24,13230.0,18.4,76.66
32,27790.0,8.758,27.37
