nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,9065.0,1.731,86.54
4,5816.0,2.698,67.44
6,3403.0,4.611,76.84
8,2096.0,7.486,93.57
10,1793.0,8.751,87.51
12,1445.0,10.86,90.48
14,1209.0,12.98,92.7
16,1150.0,13.64,85.27
24,894.6,17.54,73.08
32,863.8,18.16,56.76
