nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,7244.0,2.166,108.3
4,3670.0,4.276,106.9
6,2476.0,6.338,105.6
8,1945.0,8.069,100.9
10,1563.0,10.04,100.4
12,1298.0,12.09,100.8
14,1123.0,13.97,99.81
16,1007.0,15.58,97.36
24,725.4,21.63,90.14
32,571.4,27.46,85.82
