nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,26220.0,2.014,100.7
4,13240.0,3.989,99.73
6,9205.0,5.738,95.63
8,6880.0,7.677,95.96
10,5546.0,9.523,95.23
12,4570.0,11.56,96.31
14,3958.0,13.34,95.31
16,3479.0,15.18,94.89
24,2464.0,21.44,89.32
32,1921.0,27.49,85.9
