nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,334100.0,1.828,91.4
4,165600.0,3.687,92.17
6,136300.0,4.48,74.67
8,107400.0,5.685,71.07
10,74390.0,8.209,82.09
12,54380.0,11.23,93.58
14,55350.0,11.03,78.81
16,54490.0,11.21,70.05
24,58190.0,10.5,43.73
32,46660.0,13.09,40.9
