nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,315400.0,1.936,96.81
4,162300.0,3.762,94.06
6,107800.0,5.667,94.45
8,91280.0,6.69,83.63
10,63680.0,9.59,95.9
12,53010.0,11.52,96.0
14,48080.0,12.7,90.73
16,42330.0,14.43,90.17
24,30880.0,19.78,82.41
32,25760.0,23.7,74.08
