nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,7626.0,2.057,102.9
4,3907.0,4.016,100.4
6,2508.0,6.256,104.3
8,1889.0,8.306,103.8
10,1575.0,9.962,99.62
12,1306.0,12.01,100.1
14,1132.0,13.86,99.0
16,986.7,15.9,99.38
24,697.5,22.49,93.73
32,577.8,27.15,84.86
