nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,125200.0,1.945,97.23
4,66460.0,3.662,91.56
6,42470.0,5.731,95.51
8,34380.0,7.079,88.49
10,32440.0,7.503,75.03
12,22780.0,10.68,89.04
14,19190.0,12.68,90.6
16,27260.0,8.929,55.8
24,14160.0,17.19,71.63
32,19200.0,12.68,39.62
