nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,122100.0,1.993,99.63
4,61350.0,3.967,99.18
6,41260.0,5.899,98.31
8,31270.0,7.783,97.29
10,25120.0,9.689,96.89
12,20840.0,11.68,97.32
14,19670.0,12.37,88.38
16,15970.0,15.24,95.28
24,11800.0,20.62,85.92
32,9048.0,26.9,84.07
