nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,314900.0,1.939,96.97
4,155900.0,3.916,97.9
6,123100.0,4.96,82.66
8,81580.0,7.486,93.58
10,67400.0,9.061,90.61
12,53970.0,11.32,94.3
14,48270.0,12.65,90.37
16,41390.0,14.75,92.21
24,28610.0,21.34,88.94
32,28640.0,21.33,66.64
