nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1602.0,1.836,91.82
4,793.4,3.707,92.68
6,459.3,6.404,106.7
8,367.0,8.015,100.2
10,317.9,9.251,92.51
12,308.7,9.528,79.4
14,289.8,10.15,72.5
16,290.4,10.13,63.31
24,303.4,9.696,40.4
32,326.2,9.018,28.18
