nworkers,time,speedup,efficiency
1,203.2,1.0,100.0
2,131.8,1.541,77.07
4,81.33,2.499,62.47
6,81.41,2.496,41.61
8,71.8,2.83,35.38
10,74.18,2.74,27.4
12,84.76,2.398,19.98
14,81.41,2.496,17.83
16,81.48,2.494,15.59
24,110.3,1.842,7.677
32,133.8,1.518,4.745
