nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,7283.0,2.155,107.7
4,3646.0,4.304,107.6
6,2501.0,6.274,104.6
8,1965.0,7.985,99.82
10,1538.0,10.2,102.0
12,1329.0,11.81,98.43
14,1120.0,14.02,100.1
16,987.8,15.89,99.3
24,728.7,21.54,89.73
32,576.8,27.21,85.03
