nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,37260.0,1.418,70.88
4,17870.0,2.955,73.89
6,9617.0,5.492,91.53
8,7662.0,6.893,86.16
10,7235.0,7.3,73.0
12,5149.0,10.26,85.47
14,4379.0,12.06,86.16
16,3868.0,13.66,85.35
24,2686.0,19.66,81.92
32,2718.0,19.43,60.73
