nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,26010.0,2.031,101.5
4,13080.0,4.038,100.9
6,8744.0,6.04,100.7
8,6824.0,7.74,96.74
10,5424.0,9.737,97.37
12,4543.0,11.63,96.88
14,3993.0,13.23,94.48
16,3527.0,14.97,93.59
24,2436.0,21.69,90.36
32,1932.0,27.33,85.41
