nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1606.0,1.831,91.57
4,776.1,3.79,94.74
6,460.9,6.381,106.4
8,344.1,8.547,106.8
10,321.5,9.15,91.5
12,300.3,9.795,81.62
14,289.8,10.15,72.49
16,282.2,10.42,65.14
24,300.4,9.792,40.8
32,326.4,9.01,28.16
